"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"8180371"	"0.000445"	"1.34e-08"	"-8.3172739"	"9.4662236"	"-0.5092513"	"TPI1"	"triosephosphate isomerase 1"
"7895062"	"0.000703"	"4.77e-08"	"-7.7492463"	"8.3438603"	"-1.0356094"	""	""
"7997702"	"0.000703"	"6.34e-08"	"-7.6255368"	"8.0925596"	"-0.4185331"	"COX4I1"	"cytochrome c oxidase subunit 4I1"
"7895574"	"0.000707"	"8.49e-08"	"-7.4984036"	"7.8317708"	"-0.7466299"	""	""
"8005957"	"0.000939"	"1.41e-07"	"-7.2804654"	"7.3787941"	"-0.8810157"	"SNORD4B"	"small nucleolar RNA, C/D box 4B"
"8147990"	"0.000946"	"1.70e-07"	"7.2000226"	"7.2097271"	"0.6472622"	""	""
"8074969"	"0.001068"	"2.55e-07"	"-7.0299121"	"6.8489333"	"-0.687238"	"DDT"	"D-dopachrome tautomerase"
"7892521"	"0.001068"	"2.56e-07"	"-7.0268826"	"6.8424681"	"-0.5914492"	""	""
"8072274"	"0.002018"	"5.45e-07"	"-6.711641"	"6.1622392"	"-0.520536"	"UQCR10"	"ubiquinol-cytochrome c reductase, complex III subunit X"
"7893180"	"0.002401"	"7.39e-07"	"6.5862663"	"5.8876879"	"0.6435609"	""	""
"8169898"	"0.002401"	"7.93e-07"	"-6.5568886"	"5.823034"	"-0.5315685"	"RAB33A"	"RAB33A, member RAS oncogene family"
"8051387"	"0.002428"	"9.71e-07"	"-6.4739706"	"5.6399027"	"-0.4201882"	"DPY30"	"dpy-30, histone methyltransferase complex regulatory subunit"
"8157139"	"0.002428"	"1.04e-06"	"-6.4450462"	"5.5757985"	"-0.6085926"	""	""
"8047059"	"0.002428"	"1.06e-06"	"-6.4386412"	"5.5615879"	"-0.591359"	"HNRNPCL1///HNRNPC"	"heterogeneous nuclear ribonucleoprotein C-like 1///heterogeneous nuclear ribonucleoprotein C (C1/C2)"
"8069633"	"0.002428"	"1.12e-06"	"-6.4169618"	"5.513447"	"-0.4384"	"ATP5J"	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6"
"8169009"	"0.002428"	"1.17e-06"	"-6.3987046"	"5.4728564"	"-0.4970322"	"BEX4"	"brain expressed X-linked 4"
"8117219"	"0.002827"	"1.44e-06"	"-6.3120716"	"5.2796415"	"-0.4925012"	"ACOT13"	"acyl-CoA thioesterase 13"
"8171865"	"0.002878"	"1.56e-06"	"-6.2815529"	"5.211341"	"-0.6589188"	""	""
"7998222"	"0.003511"	"2.20e-06"	"-6.1419883"	"4.8974728"	"-0.4626855"	"MRPL28"	"mitochondrial ribosomal protein L28"
"8078008"	"0.003511"	"2.32e-06"	"-6.1189661"	"4.8454627"	"-0.6392194"	"LSM3"	"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
"8159379"	"0.003511"	"2.38e-06"	"-6.1093003"	"4.823607"	"-0.6605816"	"TMEM141"	"transmembrane protein 141"
"7893183"	"0.003511"	"2.56e-06"	"6.0808641"	"4.7592425"	"0.9780755"	""	""
"7980718"	"0.003511"	"2.82e-06"	"-6.0412166"	"4.6693378"	"-0.6876816"	""	""
"8019908"	"0.003511"	"2.85e-06"	"6.0369715"	"4.6597005"	"0.898667"	""	""
"8013523"	"0.003511"	"2.85e-06"	"6.0366391"	"4.6589457"	"1.0154478"	""	""
"7978201"	"0.003511"	"2.86e-06"	"-6.0355918"	"4.6565677"	"-0.3126309"	"NEDD8-MDP1///NEDD8"	"NEDD8-MDP1 readthrough///neural precursor cell expressed, developmentally down-regulated 8"
"8137798"	"0.003511"	"2.98e-06"	"-6.0194953"	"4.6200028"	"-0.4568728"	"PSMG3"	"proteasome assembly chaperone 3"
"8167360"	"0.003511"	"3.05e-06"	"-6.0095545"	"4.5974059"	"-0.5710499"	"GATA1"	"GATA binding protein 1"
"8175924"	"0.003511"	"3.06e-06"	"-6.0086539"	"4.5953581"	"-0.4008337"	"NAA10"	"N(alpha)-acetyltransferase 10, NatA catalytic subunit"
"7952335"	"0.003702"	"3.42e-06"	"-5.9638981"	"4.4934734"	"-1.0990054"	"SNORD14E"	"small nucleolar RNA, C/D box 14E"
"8156290"	"0.003702"	"3.45e-06"	"-5.9606136"	"4.4859872"	"-0.9160991"	"CKS2"	"CDC28 protein kinase regulatory subunit 2"
"8024194"	"0.003849"	"3.70e-06"	"-5.9323009"	"4.421404"	"-0.5075358"	"GPX4"	"glutathione peroxidase 4"
"7895964"	"0.003964"	"3.93e-06"	"-5.9082073"	"4.3663727"	"-0.3138774"	""	""
"8043932"	"0.004045"	"4.13e-06"	"-5.8881474"	"4.3205047"	"-0.5330768"	"RPL31"	"ribosomal protein L31"
"7892813"	"0.004197"	"4.64e-06"	"5.8416025"	"4.2139052"	"1.540644"	""	""
"7895132"	"0.004197"	"4.67e-06"	"5.8394874"	"4.2090556"	"0.9592423"	""	""
"7953508"	"0.004197"	"4.68e-06"	"-5.8383588"	"4.2064676"	"-0.4438962"	"TPI1"	"triosephosphate isomerase 1"
"7893482"	"0.004197"	"4.79e-06"	"5.8289985"	"4.184998"	"1.3332829"	""	""
"8073578"	"0.004384"	"5.15e-06"	"-5.8004492"	"4.119457"	"-0.6266439"	"SMDT1"	"single-pass membrane protein with aspartate rich tail 1"
"7952869"	"0.004384"	"5.27e-06"	"-5.7911848"	"4.0981698"	"-0.4308654"	"THYN1"	"thymocyte nuclear protein 1"
"8165309"	"0.004474"	"5.55e-06"	"-5.7705795"	"4.0507915"	"-0.5255527"	"EDF1"	"endothelial differentiation related factor 1"
"7894682"	"0.004474"	"5.64e-06"	"-5.7636658"	"4.0348845"	"-0.4791071"	""	""
"7902435"	"0.004498"	"5.81e-06"	"-5.7521186"	"4.008306"	"-0.4739266"	""	""
